RowId,Country,Region,CustID,CustName,ProductSold,SalesChannel,UnitsSold,DateSold,ProductID,ProductName,StdCost,StdPrice
208,Kazakhstan,Asia,23918,Ian Mcdaniel,PURA200,Direct,204,31/10/2017,PURA200,Pure Soft Detergent - 200ml,2,3.99
209,Mauritius ,Sub-Saharan Africa,23746,Dakota Conner,PURA200,Retail,10,01/11/2017,PURA200,Pure Soft Detergent - 200ml,2,3.99
211,Central African Republic,Sub-Saharan Africa,24052,Althea Good,SUPA101,Retail,189,01/11/2017,SUPA101,Super Soft - Product Sample,0.3,0
212,Unknown,Unknown,24053,Anthony Foster,PURA250,Online,104,02/11/2017,PURA250,Pure Soft Detergent - 250ml,2.3,4.5
213,South Africa,Sub-Saharan Africa,23694,Sybill Rivers,PURA250,Retail,175,03/11/2017,PURA250,Pure Soft Detergent - 250ml,2.3,4.5
214,Haiti,Central America and the C,23936,Felicia Alvarez,SUPA102,Online,195,04/11/2017,SUPA102,Super Soft - 250ml,2.5,4.5
215,Sri Lanka,Asia,23948,Olympia Contreras,PURA100,Online,170,04/11/2017,PURA100,Pure Soft Detergent - 100ml,1.5,3
216,Ethiopia,Sub-Saharan Africa,23581,William Hale,PURA200,Online,75,05/11/2017,PURA200,Pure Soft Detergent - 200ml,2,3.99
217,Mali,Sub-Saharan Africa,24248,Clayton Gomez,SUPA101,Direct,144,05/11/2017,SUPA101,Super Soft - Product Sample,0.3,0
218,Nauru,Australia and Oceania,23862,Chastity Reynolds,SUPA104,Online,25,06/11/2017,SUPA104,Super Soft - 1 Litre,5,9.99
219,Uganda,Sub-Saharan Africa,24144,Hakeem Singleton,SUPA102,Online,168,06/11/2017,SUPA102,Super Soft - 250ml,2.5,4.5
220,Unknown,Unknown,23652,Amela Summers,SUPA101,Retail,191,08/11/2017,SUPA101,Super Soft - Product Sample,0.3,0
225,Unknown,Unknown,24215,Denise Harrington,PURA100,Direct,171,08/11/2017,PURA100,Pure Soft Detergent - 100ml,1.5,3
226,Switzerland,Europe,23656,Audrey Chase,SUPA105,Online,206,09/11/2017,SUPA105,Super Soft Bulk - 2 Litres,8,14.5
227,Antigua and Barbuda ,Central America and the C,24138,Brian Trevino,SUPA105,Retail,108,09/11/2017,SUPA105,Super Soft Bulk - 2 Litres,8,14.5
228,Georgia,Europe,23494,Kay Dixon,PURA250,Online,77,12/11/2017,PURA250,Pure Soft Detergent - 250ml,2.3,4.5
229,Barbados,Central America and the C,23991,Scarlett Padilla,SUPA101,Retail,55,13/11/2017,SUPA101,Super Soft - Product Sample,0.3,0
230,Belgium,Europe,23647,Walker Sweeney,PURA200,Online,148,14/11/2017,PURA200,Pure Soft Detergent - 200ml,2,3.99
231,Unknown,Unknown,23881,Fitzgerald Fleming,PURA200,Retail,104,14/11/2017,PURA200,Pure Soft Detergent - 200ml,2,3.99
232,Australia,Australia and Oceania,23957,Lana Hunter,SUPA101,Online,81,15/11/2017,SUPA101,Super Soft - Product Sample,0.3,0
233,Myanmar,Asia,24123,Odette Mills,PURA100,Online,18,15/11/2017,PURA100,Pure Soft Detergent - 100ml,1.5,3
234,Haiti,Central America and the C,24234,Selma Roach,SUPA103,Online,204,15/11/2017,SUPA103,Super Soft - 500ml,3.5,6.99
235,Unknown,Unknown,23825,Reece Hodge,PURA500,Online,182,18/11/2017,PURA500,Pure Soft Detergent - 500ml,3.5,6.5
236,Sri Lanka,Asia,23488,Geoffrey Browning,SUPA102,Online,134,19/11/2017,SUPA102,Super Soft - 250ml,2.5,4.5
237,Unknown,Unknown,23623,Joel Gallegos,PURA200,Online,181,21/11/2017,PURA200,Pure Soft Detergent - 200ml,2,3.99
238,Uzbekistan,Asia,23695,Acton Ratliff,PURA100,Online,152,22/11/2017,PURA100,Pure Soft Detergent - 100ml,1.5,3
239,Unknown,Unknown,24027,Paloma Duran,SUPA103,Direct,156,22/11/2017,SUPA103,Super Soft - 500ml,3.5,6.99
240,Jordan,Middle East and North Afr,23798,Blythe Simpson,SUPA105,Retail,177,23/11/2017,SUPA105,Super Soft Bulk - 2 Litres,8,14.5
241,Bangladesh,Asia,24168,Howard Hinton,PURA250,Retail,99,24/11/2017,PURA250,Pure Soft Detergent - 250ml,2.3,4.5
242,Unknown,Unknown,24212,Karyn Nolan,SUPA102,Retail,15,25/11/2017,SUPA102,Super Soft - 250ml,2.5,4.5
243,Unknown,Unknown,23584,Brittany Fletcher,SUPA102,Retail,11,26/11/2017,SUPA102,Super Soft - 250ml,2.5,4.5
244,Denmark,Europe,24017,Ignatius Contreras,PURA250,Online,208,26/11/2017,PURA250,Pure Soft Detergent - 250ml,2.3,4.5
245,Unknown,Unknown,23635,Amela Fowler,SUPA101,Online,115,27/11/2017,SUPA101,Super Soft - Product Sample,0.3,0
246,Costa Rica,Central America and the C,23911,Sandra Rios,PURA100,Online,180,27/11/2017,PURA100,Pure Soft Detergent - 100ml,1.5,3
247,Mauritius ,Sub-Saharan Africa,23999,Eden Padilla,SUPA103,Retail,94,28/11/2017,SUPA103,Super Soft - 500ml,3.5,6.99
248,Burkina Faso,Sub-Saharan Africa,23280,James Spencer,SUPA103,Online,30,29/11/2017,SUPA103,Super Soft - 500ml,3.5,6.99
249,Unknown,Unknown,23582,Griffin Grimes,PURA100,Retail,146,30/11/2017,PURA100,Pure Soft Detergent - 100ml,1.5,3
250,Hungary,Europe,23933,Kenneth Bolton,SUPA104,Online,208,30/11/2017,SUPA104,Super Soft - 1 Litre,5,9.99
251,Bangladesh,Asia,24230,Iliana Dawson,SUPA101,Online,84,30/11/2017,SUPA101,Super Soft - Product Sample,0.3,0
252,Denmark,Europe,23620,Bradley Fowler,PURA200,Direct,197,01/12/2017,PURA200,Pure Soft Detergent - 200ml,2,3.99
253,Sierra Leone,Sub-Saharan Africa,23893,Barclay Guerrero,SUPA105,Direct,46,01/12/2017,SUPA105,Super Soft Bulk - 2 Litres,8,14.5
254,Samoa ,Australia and Oceania,23951,Sasha Morton,PURA500,Online,10,01/12/2017,PURA500,Pure Soft Detergent - 500ml,3.5,6.5
255,Unknown,Unknown,23539,Gemma Rodriguez,PURA250,Online,172,02/12/2017,PURA250,Pure Soft Detergent - 250ml,2.3,4.5
256,Unknown,Unknown,23660,Quemby Romero,PURA500,Retail,189,03/12/2017,PURA500,Pure Soft Detergent - 500ml,3.5,6.5
257,Macedonia,Europe,23269,Jane Hernandez,PURA100,Direct,116,04/12/2017,PURA100,Pure Soft Detergent - 100ml,1.5,3
258,Portugal,Europe,23645,Lucius James,SUPA104,Online,1,04/12/2017,SUPA104,Super Soft - 1 Litre,5,9.99
259,Australia,Australia and Oceania,23941,Autumn Brock,SUPA102,Online,54,04/12/2017,SUPA102,Super Soft - 250ml,2.5,4.5
260,Pakistan,Middle East and North Afr,23694,Sybill Rivers,SUPA103,Online,194,08/12/2017,SUPA103,Super Soft - 500ml,3.5,6.99
261,Unknown,Unknown,23998,Knox Tillman,PURA250,Online,127,08/12/2017,PURA250,Pure Soft Detergent - 250ml,2.3,4.5
262,Unknown,Unknown,24165,Luke Malone,SUPA105,Online,54,08/12/2017,SUPA105,Super Soft Bulk - 2 Litres,8,14.5
263,Comoros,Sub-Saharan Africa,23683,Harding Blackwell,PURA250,Online,160,09/12/2017,PURA250,Pure Soft Detergent - 250ml,2.3,4.5
264,Unknown,Unknown,23720,Akeem Madden,PURA100,Retail,58,09/12/2017,PURA100,Pure Soft Detergent - 100ml,1.5,3
265,Unknown,Unknown,23828,Marah Ashley,SUPA101,Online,115,09/12/2017,SUPA101,Super Soft - Product Sample,0.3,0
266,Sweden,Europe,23993,Cooper Guy,PURA100,Online,161,09/12/2017,PURA100,Pure Soft Detergent - 100ml,1.5,3
267,Sri Lanka,Asia,23481,Gray Ortega,SUPA103,Online,20,10/12/2017,SUPA103,Super Soft - 500ml,3.5,6.99
268,Lesotho,Sub-Saharan Africa,24092,Clare Barry,SUPA104,Retail,147,12/12/2017,SUPA104,Super Soft - 1 Litre,5,9.99
269,Tunisia ,Middle East and North Afr,23543,Celeste Ochoa,SUPA101,Retail,137,13/12/2017,SUPA101,Super Soft - Product Sample,0.3,0
270,Lebanon,Middle East and North Afr,23880,Burke Vinson,SUPA102,Retail,96,13/12/2017,SUPA102,Super Soft - 250ml,2.5,4.5
271,Botswana,Sub-Saharan Africa,23872,Colin Vazquez,SUPA105,Online,67,16/12/2017,SUPA105,Super Soft Bulk - 2 Litres,8,14.5
272,Zambia,Sub-Saharan Africa,24190,Stacy Hickman,PURA500,Online,185,16/12/2017,PURA500,Pure Soft Detergent - 500ml,3.5,6.5
273,Macedonia,Europe,23628,Erich Little,PURA500,Online,169,17/12/2017,PURA500,Pure Soft Detergent - 500ml,3.5,6.5
274,Sri Lanka,Asia,24122,Zenia Carr,PURA250,Direct,125,18/12/2017,PURA250,Pure Soft Detergent - 250ml,2.3,4.5
275,Ireland,Europe,23548,Breanna Pacheco,SUPA102,Direct,142,20/12/2017,SUPA102,Super Soft - 250ml,2.5,4.5
276,Cambodia,Asia,23920,Erica Vargas,PURA500,Online,196,21/12/2017,PURA500,Pure Soft Detergent - 500ml,3.5,6.5
277,Unknown,Unknown,23578,Sigourney Riddle,SUPA101,Retail,119,23/12/2017,SUPA101,Super Soft - Product Sample,0.3,0
278,Uganda,Sub-Saharan Africa,23785,Emma Waller,PURA100,Online,109,23/12/2017,PURA100,Pure Soft Detergent - 100ml,1.5,3
279,Unknown,Unknown,23464,Zorita Hodge,SUPA105,Retail,181,24/12/2017,SUPA105,Super Soft Bulk - 2 Litres,8,14.5
280,Somalia,Middle East and North Afr,23602,Wendy Hull,PURA500,Retail,107,24/12/2017,PURA500,Pure Soft Detergent - 500ml,3.5,6.5
281,Unknown,Unknown,23792,Vincent Bauer,PURA500,Online,31,24/12/2017,PURA500,Pure Soft Detergent - 500ml,3.5,6.5
282,Solomon Islands,Australia and Oceania,23304,Deanna Santana,PURA200,Direct,131,25/12/2017,PURA200,Pure Soft Detergent - 200ml,2,3.99
283,Barbados,Central America and the C,24059,Cade Pace,SUPA101,Direct,129,25/12/2017,SUPA101,Super Soft - Product Sample,0.3,0
284,Mauritania,Sub-Saharan Africa,23685,Jennifer Harrington,SUPA101,Retail,61,26/12/2017,SUPA101,Super Soft - Product Sample,0.3,0
285,Guinea-Bissau,Sub-Saharan Africa,23717,Hayden Fulton,SUPA104,Retail,93,27/12/2017,SUPA104,Super Soft - 1 Litre,5,9.99
286,United Kingdom,Europe,23742,Britanney Knapp,SUPA104,Retail,193,27/12/2017,SUPA104,Super Soft - 1 Litre,5,9.99
287,Solomon Islands,Australia and Oceania,23632,Sophia Palmer,PURA100,Online,75,28/12/2017,PURA100,Pure Soft Detergent - 100ml,1.5,3
288,Zimbabwe,Sub-Saharan Africa,23715,Ignacia Cantu,SUPA102,Retail,119,28/12/2017,SUPA102,Super Soft - 250ml,2.5,4.5
289,Unknown,Unknown,23429,Lacota Hinton,SUPA104,Retail,144,29/12/2017,SUPA104,Super Soft - 1 Litre,5,9.99
290,Mongolia,Asia,24084,Hayley Chaney,SUPA103,Retail,135,29/12/2017,SUPA103,Super Soft - 500ml,3.5,6.99
291,Unknown,Unknown,24028,Gisela Mckee,SUPA102,Retail,181,30/12/2017,SUPA102,Super Soft - 250ml,2.5,4.5
292,Panama,Central America and the C,23560,Doris Mccormick,SUPA101,Retail,212,01/01/2018,SUPA101,Super Soft - Product Sample,0.3,0
293,Unknown,Unknown,23705,Jameson Sawyer,PURA250,Retail,155,01/01/2018,PURA250,Pure Soft Detergent - 250ml,2.3,4.5
294,Zimbabwe,Sub-Saharan Africa,23608,Ainsley Chan,SUPA101,Direct,116,02/01/2018,SUPA101,Super Soft - Product Sample,0.3,0
295,Honduras,Central America and the C,23594,Drake Williamson,SUPA104,Online,60,03/01/2018,SUPA104,Super Soft - 1 Litre,5,9.99
296,Ukraine,Europe,23955,Ethan Colon,PURA200,Retail,26,03/01/2018,PURA200,Pure Soft Detergent - 200ml,2,3.99
297,Vanuatu,Australia and Oceania,23524,Haley Tucker,PURA250,Online,115,04/01/2018,PURA250,Pure Soft Detergent - 250ml,2.3,4.5
298,Antigua and Barbuda ,Central America and the C,23681,Bruno Durham,SUPA105,Direct,6,05/01/2018,SUPA105,Super Soft Bulk - 2 Litres,8,14.5
299,Kazakhstan,Asia,24103,Leigh Matthews,PURA500,Direct,25,05/01/2018,PURA500,Pure Soft Detergent - 500ml,3.5,6.5
300,Comoros,Sub-Saharan Africa,23493,Mohammad Mills,SUPA101,Retail,176,06/01/2018,SUPA101,Super Soft - Product Sample,0.3,0
301,Chad,Sub-Saharan Africa,23531,Danielle Hardy,PURA100,Direct,7,07/01/2018,PURA100,Pure Soft Detergent - 100ml,1.5,3
302,Unknown,Unknown,23960,Brennan Lee,SUPA104,Retail,78,07/01/2018,SUPA104,Super Soft - 1 Litre,5,9.99
303,Chad,Sub-Saharan Africa,23513,Baker Johnson,PURA500,Direct,78,08/01/2018,PURA500,Pure Soft Detergent - 500ml,3.5,6.5
304,Unknown,Unknown,24150,Laura Holloway,SUPA101,Retail,46,08/01/2018,SUPA101,Super Soft - Product Sample,0.3,0
305,Bahrain,Middle East and North Afr,23996,Patricia Stanley,PURA100,Retail,58,09/01/2018,PURA100,Pure Soft Detergent - 100ml,1.5,3
306,Australia,Australia and Oceania,24181,Brenda Wolfe,SUPA102,Retail,12,09/01/2018,SUPA102,Super Soft - 250ml,2.5,4.5
307,Denmark,Europe,23450,Lewis Hall,SUPA101,Retail,100,10/01/2018,SUPA101,Super Soft - Product Sample,0.3,0
308,Spain,Europe,23917,Shellie Dean,SUPA105,Online,106,10/01/2018,SUPA105,Super Soft Bulk - 2 Litres,8,14.5
309,Unknown,Unknown,23526,Jason Hoffman,SUPA103,Retail,44,12/01/2018,SUPA103,Super Soft - 500ml,3.5,6.99
311,Rwanda,Sub-Saharan Africa,24133,Leila Mason,SUPA105,Online,42,12/01/2018,SUPA105,Super Soft Bulk - 2 Litres,8,14.5
312,Mongolia,Asia,23673,Ifeoma Crane,SUPA103,Online,180,13/01/2018,SUPA103,Super Soft - 500ml,3.5,6.99
313,Unknown,Unknown,23659,Judah Erickson,PURA500,Online,209,14/01/2018,PURA500,Pure Soft Detergent - 500ml,3.5,6.5
314,Unknown,Unknown,23312,Thomas Barnes,PURA200,Retail,28,15/01/2018,PURA200,Pure Soft Detergent - 200ml,2,3.99
315,El Salvador,Central America and the C,23340,Lael Gould,SUPA102,Retail,85,15/01/2018,SUPA102,Super Soft - 250ml,2.5,4.5
316,Austria,Europe,23558,Rogan Garner,SUPA104,Online,164,18/01/2018,SUPA104,Super Soft - 1 Litre,5,9.99
317,Unknown,Unknown,23748,Jaime Reilly,SUPA103,Online,23,18/01/2018,SUPA103,Super Soft - 500ml,3.5,6.99
318,Antigua and Barbuda ,Central America and the C,24012,Yvette Sosa,SUPA101,Retail,133,18/01/2018,SUPA101,Super Soft - Product Sample,0.3,0
319,Unknown,Unknown,24161,Susan Fisher,SUPA103,Online,185,19/01/2018,SUPA103,Super Soft - 500ml,3.5,6.99
320,Canada,North America,23310,Kenyon Joyce,SUPA104,Retail,41,21/01/2018,SUPA104,Super Soft - 1 Litre,5,9.99
321,Morocco,Middle East and North Afr,23508,Vera Turner,PURA100,Online,34,21/01/2018,PURA100,Pure Soft Detergent - 100ml,1.5,3
322,Egypt,Middle East and North Afr,23594,Drake Williamson,PURA100,Retail,192,21/01/2018,PURA100,Pure Soft Detergent - 100ml,1.5,3
323,Dominican Republic,Central America and the C,23967,Hedy Murray,SUPA104,Retail,143,21/01/2018,SUPA104,Super Soft - 1 Litre,5,9.99
324,Unknown,Unknown,23644,Sandra Whitfield,PURA100,Retail,158,23/01/2018,PURA100,Pure Soft Detergent - 100ml,1.5,3
325,Kuwait,Middle East and North Afr,23590,Charles Boyle,SUPA104,Online,148,25/01/2018,SUPA104,Super Soft - 1 Litre,5,9.99
326,Japan,Asia,23468,Maxwell Hoffman,SUPA105,Retail,41,26/01/2018,SUPA105,Super Soft Bulk - 2 Litres,8,14.5
327,Unknown,Unknown,23489,Nichole Vinson,SUPA105,Online,101,26/01/2018,SUPA105,Super Soft Bulk - 2 Litres,8,14.5
328,Czech Republic,Europe,24093,Gage Rivera,SUPA102,Online,53,26/01/2018,SUPA102,Super Soft - 250ml,2.5,4.5
329,Poland,Europe,23621,Indigo Mullins,PURA500,Retail,34,27/01/2018,PURA500,Pure Soft Detergent - 500ml,3.5,6.5
330,Unknown,Unknown,23676,Ralph Carroll,PURA200,Retail,86,28/01/2018,PURA200,Pure Soft Detergent - 200ml,2,3.99
331,Pakistan,Middle East and North Afr,23801,Deirdre Mccullough,SUPA104,Retail,194,28/01/2018,SUPA104,Super Soft - 1 Litre,5,9.99
332,Bosnia and Herzegovina,Europe,23874,Marvin Oneil,SUPA101,Online,61,29/01/2018,SUPA101,Super Soft - Product Sample,0.3,0
333,Cyprus,Europe,23629,Serina Hall,PURA200,Online,7,31/01/2018,PURA200,Pure Soft Detergent - 200ml,2,3.99
334,Morocco,Middle East and North Afr,23738,Burke Frank,SUPA105,Retail,89,31/01/2018,SUPA105,Super Soft Bulk - 2 Litres,8,14.5
335,Jamaica,Central America and the C,23790,Sylvia Fry,SUPA104,Online,114,01/02/2018,SUPA104,Super Soft - 1 Litre,5,9.99
336,Angola,Sub-Saharan Africa,23293,Britanni Bender,SUPA101,Retail,117,02/02/2018,SUPA101,Super Soft - Product Sample,0.3,0
337,Liberia,Sub-Saharan Africa,23576,Nicole Heath,PURA250,Online,199,02/02/2018,PURA250,Pure Soft Detergent - 250ml,2.3,4.5
338,New Zealand,Australia and Oceania,23982,Lillian Pitts,SUPA105,Direct,67,03/02/2018,SUPA105,Super Soft Bulk - 2 Litres,8,14.5
339,Andorra,Europe,23447,Lewis Lester,SUPA103,Online,147,04/02/2018,SUPA103,Super Soft - 500ml,3.5,6.99
340,Afghanistan,Middle East and North Afr,24113,Octavia Flowers,SUPA103,Online,5,04/02/2018,SUPA103,Super Soft - 500ml,3.5,6.99
341,Unknown,Unknown,23387,Ashely Macdonald,SUPA104,Online,118,06/02/2018,SUPA104,Super Soft - 1 Litre,5,9.99
342,Ethiopia,Sub-Saharan Africa,23581,William Hale,SUPA102,Online,180,06/02/2018,SUPA102,Super Soft - 250ml,2.5,4.5
343,Yemen,Middle East and North Afr,23569,Donna Jacobson,PURA250,Direct,62,07/02/2018,PURA250,Pure Soft Detergent - 250ml,2.3,4.5
344,Jordan,Middle East and North Afr,23577,Harper Zimmerman,PURA500,Direct,98,07/02/2018,PURA500,Pure Soft Detergent - 500ml,3.5,6.5
345,Swaziland,Sub-Saharan Africa,23615,Mannix Le,PURA250,Online,27,07/02/2018,PURA250,Pure Soft Detergent - 250ml,2.3,4.5
361,Pakistan,Middle East and North Afr,23681,Bruno Durham,SUPA105,Direct,155,07/02/2018,SUPA105,Super Soft Bulk - 2 Litres,8,14.5
362,Unknown,Unknown,23783,Alice Lara,PURA100,Retail,127,07/02/2018,PURA100,Pure Soft Detergent - 100ml,1.5,3
363,Algeria,Middle East and North Afr,23528,Serena Buckner,PURA200,Direct,41,08/02/2018,PURA200,Pure Soft Detergent - 200ml,2,3.99
364,Malta,Europe,23629,Serina Hall,SUPA105,Direct,31,08/02/2018,SUPA105,Super Soft Bulk - 2 Litres,8,14.5
365,Guinea-Bissau,Sub-Saharan Africa,23837,Lamar Rodriquez,SUPA103,Retail,151,09/02/2018,SUPA103,Super Soft - 500ml,3.5,6.99
366,Cameroon,Sub-Saharan Africa,23359,Kyra Harding,SUPA101,Online,19,11/02/2018,SUPA101,Super Soft - Product Sample,0.3,0
367,Moldova ,Europe,23490,Dustin Meyer,SUPA102,Retail,173,11/02/2018,SUPA102,Super Soft - 250ml,2.5,4.5
368,Ireland,Europe,23507,Martena Hunt,SUPA103,Online,211,11/02/2018,SUPA103,Super Soft - 500ml,3.5,6.99
369,Qatar,Middle East and North Afr,23888,Hop Gomez,SUPA105,Online,132,11/02/2018,SUPA105,Super Soft Bulk - 2 Litres,8,14.5
370,New Zealand,Australia and Oceania,24237,Tamara Hodges,PURA100,Direct,110,11/02/2018,PURA100,Pure Soft Detergent - 100ml,1.5,3
371,Malta,Europe,23317,Kay Buckley,PURA250,Online,196,12/02/2018,PURA250,Pure Soft Detergent - 250ml,2.3,4.5
372,Comoros,Sub-Saharan Africa,23492,Alisa Kemp,SUPA104,Online,200,13/02/2018,SUPA104,Super Soft - 1 Litre,5,9.99
373,Belarus,Europe,23569,Donna Jacobson,SUPA104,Online,18,14/02/2018,SUPA104,Super Soft - 1 Litre,5,9.99
374,Belarus,Europe,23684,Kieran Charles,SUPA105,Online,151,14/02/2018,SUPA105,Super Soft Bulk - 2 Litres,8,14.5
375,China,Asia,23812,Elvis Watkins,SUPA103,Online,189,14/02/2018,SUPA103,Super Soft - 500ml,3.5,6.99
376,Albania,Europe,23404,Cedric Rivera,SUPA101,Retail,73,16/02/2018,SUPA101,Super Soft - Product Sample,0.3,0
377,Cameroon,Sub-Saharan Africa,23620,Bradley Fowler,SUPA104,Retail,129,16/02/2018,SUPA104,Super Soft - 1 Litre,5,9.99
378,Benin,Sub-Saharan Africa,23730,Savannah Meyer,PURA200,Retail,144,16/02/2018,PURA200,Pure Soft Detergent - 200ml,2,3.99
379,Denmark,Europe,23815,Rashad Clay,SUPA103,Online,85,16/02/2018,SUPA103,Super Soft - 500ml,3.5,6.99
380,Georgia,Europe,23588,Lois Weber,PURA100,Direct,93,18/02/2018,PURA100,Pure Soft Detergent - 100ml,1.5,3
381,Mali,Sub-Saharan Africa,23684,Kieran Charles,SUPA105,Online,186,18/02/2018,SUPA105,Super Soft Bulk - 2 Litres,8,14.5
382,Saint Kitts and Nevis ,Central America and the C,24041,Patience Mcclain,PURA500,Online,35,18/02/2018,PURA500,Pure Soft Detergent - 500ml,3.5,6.5
383,Switzerland,Europe,23401,Maia Mitchell,SUPA104,Retail,205,19/02/2018,SUPA104,Super Soft - 1 Litre,5,9.99
384,Belarus,Europe,23636,Carol Mckenzie,PURA100,Retail,108,19/02/2018,PURA100,Pure Soft Detergent - 100ml,1.5,3
385,Burundi,Sub-Saharan Africa,23754,Hermione Rogers,PURA250,Online,66,19/02/2018,PURA250,Pure Soft Detergent - 250ml,2.3,4.5
386,Solomon Islands,Australia and Oceania,23904,Dean Galloway,PURA250,Retail,149,19/02/2018,PURA250,Pure Soft Detergent - 250ml,2.3,4.5
387,Grenada,Central America and the C,23635,Amela Fowler,PURA100,Direct,188,20/02/2018,PURA100,Pure Soft Detergent - 100ml,1.5,3
388,Algeria,Middle East and North Afr,23708,Kevin Dejesus,SUPA102,Online,126,20/02/2018,SUPA102,Super Soft - 250ml,2.5,4.5
389,Unknown,Unknown,23813,Vielka Leon,PURA100,Direct,161,20/02/2018,PURA100,Pure Soft Detergent - 100ml,1.5,3
390,Unknown,Unknown,23876,Mechelle Gutierrez,SUPA102,Direct,119,21/02/2018,SUPA102,Super Soft - 250ml,2.5,4.5
391,Cameroon,Sub-Saharan Africa,23962,Mollie Chaney,PURA500,Retail,17,21/02/2018,PURA500,Pure Soft Detergent - 500ml,3.5,6.5
392,Unknown,Unknown,24211,Eaton Shaffer,PURA100,Direct,129,21/02/2018,PURA100,Pure Soft Detergent - 100ml,1.5,3
393,Antigua and Barbuda ,Central America and the C,23484,Vaughan Bender,SUPA102,Retail,51,23/02/2018,SUPA102,Super Soft - 250ml,2.5,4.5
394,Malawi,Sub-Saharan Africa,23278,Aphrodite Brennan,SUPA105,Online,197,24/02/2018,SUPA105,Super Soft Bulk - 2 Litres,8,14.5
395,Uganda,Sub-Saharan Africa,23492,Alisa Kemp,SUPA104,Direct,189,24/02/2018,SUPA104,Super Soft - 1 Litre,5,9.99
396,Ireland,Europe,23370,Clark Orr,PURA100,Direct,85,25/02/2018,PURA100,Pure Soft Detergent - 100ml,1.5,3
397,Iceland,Europe,23516,Denton Mcintosh,SUPA103,Direct,8,25/02/2018,SUPA103,Super Soft - 500ml,3.5,6.99
398,Georgia,Europe,24210,Autumn Anthony,SUPA102,Retail,94,25/02/2018,SUPA102,Super Soft - 250ml,2.5,4.5
399,Unknown,Unknown,23593,Cassady Perkins,PURA500,Retail,202,26/02/2018,PURA500,Pure Soft Detergent - 500ml,3.5,6.5
400,Guatemala,Central America and the C,23636,Carol Mckenzie,SUPA103,Retail,167,26/02/2018,SUPA103,Super Soft - 500ml,3.5,6.99
401,Saudi Arabia,Middle East and North Afr,23938,Jennifer Montgomery,SUPA105,Retail,45,26/02/2018,SUPA105,Super Soft Bulk - 2 Litres,8,14.5
402,Ireland,Europe,23629,Serina Hall,PURA200,Online,11,27/02/2018,PURA200,Pure Soft Detergent - 200ml,2,3.99
403,Kuwait,Middle East and North Afr,23931,Merritt Sosa,PURA200,Online,138,27/02/2018,PURA200,Pure Soft Detergent - 200ml,2,3.99
404,Unknown,Unknown,23270,Wanda Garza,SUPA105,Retail,24,01/03/2018,SUPA105,Super Soft Bulk - 2 Litres,8,14.5
405,Unknown,Unknown,24085,Sybill Christensen,PURA200,Online,128,01/03/2018,PURA200,Pure Soft Detergent - 200ml,2,3.99
406,Nauru,Australia and Oceania,23463,Blaine Terry,PURA500,Online,202,02/03/2018,PURA500,Pure Soft Detergent - 500ml,3.5,6.5
407,Panama,Central America and the C,23635,Amela Fowler,SUPA103,Online,8,03/03/2018,SUPA103,Super Soft - 500ml,3.5,6.99
408,Israel,Middle East and North Afr,23486,Rajah Castillo,SUPA104,Online,41,06/03/2018,SUPA104,Super Soft - 1 Litre,5,9.99
409,Nigeria,Sub-Saharan Africa,23818,Brennan Mcclain,PURA100,Direct,93,06/03/2018,PURA100,Pure Soft Detergent - 100ml,1.5,3
410,Comoros,Sub-Saharan Africa,23930,Katelyn Finley,PURA200,Retail,189,06/03/2018,PURA200,Pure Soft Detergent - 200ml,2,3.99
442,Unknown,Unknown,24108,Gisela Lloyd,SUPA103,Online,42,07/03/2018,SUPA103,Super Soft - 500ml,3.5,6.99
443,Unknown,Unknown,23840,Noelle Buckley,SUPA103,Online,203,08/03/2018,SUPA103,Super Soft - 500ml,3.5,6.99
444,Mozambique,Sub-Saharan Africa,23476,Brielle Love,SUPA103,Direct,133,09/03/2018,SUPA103,Super Soft - 500ml,3.5,6.99
445,Romania,Europe,23548,Breanna Pacheco,PURA100,Online,135,10/03/2018,PURA100,Pure Soft Detergent - 100ml,1.5,3
446,Pakistan,Middle East and North Afr,23270,Wanda Garza,SUPA105,Online,5,11/03/2018,SUPA105,Super Soft Bulk - 2 Litres,8,14.5
447,Eritrea,Sub-Saharan Africa,23588,Lois Weber,SUPA103,Retail,177,11/03/2018,SUPA103,Super Soft - 500ml,3.5,6.99
448,Croatia,Europe,23594,Drake Williamson,PURA250,Retail,198,11/03/2018,PURA250,Pure Soft Detergent - 250ml,2.3,4.5
449,Turkey,Middle East and North Afr,23668,Jermaine Mcneil,PURA100,Retail,88,11/03/2018,PURA100,Pure Soft Detergent - 100ml,1.5,3
450,Central African Republic,Sub-Saharan Africa,23670,Davis Kennedy,SUPA105,Direct,47,11/03/2018,SUPA105,Super Soft Bulk - 2 Litres,8,14.5
451,Unknown,Unknown,23502,Doris Castillo,PURA100,Online,123,12/03/2018,PURA100,Pure Soft Detergent - 100ml,1.5,3
452,Azerbaijan,Middle East and North Afr,23581,William Hale,SUPA103,Retail,14,12/03/2018,SUPA103,Super Soft - 500ml,3.5,6.99
453,Mozambique,Sub-Saharan Africa,23620,Bradley Fowler,SUPA105,Direct,124,12/03/2018,SUPA105,Super Soft Bulk - 2 Litres,8,14.5
454,Unknown,Unknown,23626,Robert Snow,SUPA104,Online,17,12/03/2018,SUPA104,Super Soft - 1 Litre,5,9.99
